GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:   300.000 Eddy P0:     0.005 Eddy P1:     0.001 Eddy Scaling:     1.000
# Statistical Models Only:  F Apex:  T
# EUV Data:  F
# AMIE: none           
none                                                                                                
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T Updated Turbulent Conduction:  F
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
    2532 2017  8 21  3 21 22 804  4.8384    180.02349    815.49019    750.71402     -5.78162      0.06715     -2.66982     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.26291   0.20185  -1.00000
    2533 2017  8 21  3 21 27 642  4.8382    180.02877    815.44258    750.67179     -5.89061      0.06717     -2.70154     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.26255   0.20185  -1.00000
    2534 2017  8 21  3 21 32 481  4.8380    180.03406    815.39604    750.63004     -6.02737      0.06720     -2.73235     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.26220   0.20185  -1.00000
    2535 2017  8 21  3 21 37 318  4.8379    180.03934    815.35023    750.58878     -6.11083      0.06723     -2.76220     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.26185   0.20185  -1.00000
    2536 2017  8 21  3 21 42 156  4.8377    180.04463    815.30561    750.54802     -6.20581      0.06725     -2.79009     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.26150   0.20185  -1.00000
    2537 2017  8 21  3 21 46 994  4.8376    180.04993    815.26215    750.50759     -6.29518      0.06728     -2.81762     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.26115   0.20185  -1.00000
    2538 2017  8 21  3 21 51 831  4.8374    180.05523    815.21925    750.46762     -6.39260      0.06731     -2.84256     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.26080   0.20185  -1.00000
    2539 2017  8 21  3 21 56 668  4.8372    180.06053    815.17709    750.42797     -6.49700      0.06734     -2.86631     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.26044   0.20185  -1.00000
    2540 2017  8 21  3 22  1 505  4.8371    180.06583    815.13545    750.38857     -6.59602      0.06736     -2.88916     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.26009   0.20185  -1.00000
    2541 2017  8 21  3 22  6 342  4.8369    180.07114    815.09414    750.34928     -6.68866      0.06739     -2.91026     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25974   0.20185  -1.00000
    2542 2017  8 21  3 22 11 179  4.8367    180.07646    815.05330    750.31024     -6.77426      0.06743     -2.92907     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25939   0.20185  -1.00000
    2543 2017  8 21  3 22 16  16  4.8366    180.08177    815.01272    750.27136     -6.85204      0.06746     -2.94664     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25904   0.20185  -1.00000
    2544 2017  8 21  3 22 20 852  4.8364    180.08709    814.97227    750.23267     -6.92197      0.06749     -2.96258     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25868   0.20185  -1.00000
    2545 2017  8 21  3 22 25 688  4.8362    180.09241    814.93231    750.19414     -6.98430      0.06752     -2.97696     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25833   0.20185  -1.00000
    2546 2017  8 21  3 22 30 524  4.8361    180.09774    814.89202    750.15569     -7.03958      0.06755     -2.98982     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25798   0.20185  -1.00000
    2547 2017  8 21  3 22 35 360  4.8359    180.10307    814.85187    750.11732     -7.08918      0.06758     -3.00137     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25763   0.20185  -1.00000
    2548 2017  8 21  3 22 40 196  4.8358    180.10840    814.81216    750.07901     -7.13262      0.06762     -3.01046     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25728   0.20185  -1.00000
    2549 2017  8 21  3 22 45  32  4.8356    180.11373    814.77226    750.04078     -7.16892      0.06765     -3.01811     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25693   0.20185  -1.00000
    2550 2017  8 21  3 22 49 867  4.8354    180.11908    814.73245    750.00250     -7.19839      0.06768     -3.02383     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25657   0.20185  -1.00000
    2551 2017  8 21  3 22 54 702  4.8353    180.12442    814.69214    749.96420     -7.22166      0.06770     -3.02741     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25622   0.20185  -1.00000
    2552 2017  8 21  3 22 59 537  4.8351    180.12977    814.65159    749.92584     -7.24026      0.06773     -3.03042     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25587   0.20185  -1.00000
    2553 2017  8 21  3 23  4 372  4.8349    180.13512    814.61121    749.88741     -7.25436      0.06775     -3.03047     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25552   0.20184  -1.00000
    2554 2017  8 21  3 23  9 207  4.8348    180.14047    814.57067    749.84861     -7.29188      0.06779     -3.02976     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25517   0.20184  -1.00000
    2555 2017  8 21  3 23 14  42  4.8346    180.14583    814.52959    749.80974     -7.30852      0.06782     -3.02631     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25482   0.20184  -1.00000
    2556 2017  8 21  3 23 18 876  4.8345    180.15119    814.48840    749.77073     -7.28909      0.06785     -3.02028     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25447   0.20184  -1.00000
    2557 2017  8 21  3 23 23 711  4.8343    180.15655    814.44650    749.73148     -7.27866      0.06787     -3.01423     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25411   0.20184  -1.00000
    2558 2017  8 21  3 23 28 545  4.8341    180.16191    814.40387    749.69197     -7.26339      0.06789     -3.00588     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25376   0.20184  -1.00000
    2559 2017  8 21  3 23 33 379  4.8340    180.16728    814.36079    749.65226     -7.27259      0.06791     -2.99537     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25341   0.20184  -1.00000
    2560 2017  8 21  3 23 38 212  4.8338    180.17266    814.31732    749.61231     -7.26059      0.06793     -2.98374     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25306   0.20184  -1.00000
    2561 2017  8 21  3 23 43  46  4.8336    180.17804    814.27361    749.57203     -7.24121      0.06795     -2.97023     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25271   0.20184  -1.00000
    2562 2017  8 21  3 23 47 879  4.8335    180.18342    814.22882    749.53150     -7.18474      0.06797     -2.95453     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25236   0.20184  -1.00000
    2563 2017  8 21  3 23 52 713  4.8333    180.18880    814.18323    749.49065     -7.13776      0.06799     -2.93804     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25200   0.20184  -1.00000
    2564 2017  8 21  3 23 57 546  4.8331    180.19419    814.13729    749.44938     -7.08528      0.06800     -2.91963     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25165   0.20184  -1.00000
    2565 2017  8 21  3 24  2 379  4.8330    180.19958    814.09036    749.40769     -7.05542      0.06803     -2.89991     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25130   0.20184  -1.00000
    2566 2017  8 21  3 24  7 212  4.8328    180.20497    814.04176    749.36538     -7.00456      0.06805     -2.87790     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25095   0.20184  -1.00000
    2567 2017  8 21  3 24 12  44  4.8327    180.21037    813.99314    749.32272     -6.92448      0.06807     -2.85495     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25060   0.20184  -1.00000
    2568 2017  8 21  3 24 16 877  4.8325    180.21577    813.94319    749.27953     -6.84811      0.06809     -2.83091     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.25025   0.20184  -1.00000
    2569 2017  8 21  3 24 21 709  4.8323    180.22117    813.89169    749.23582     -6.76625      0.06811     -2.80508     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24990   0.20184  -1.00000
    2570 2017  8 21  3 24 26 541  4.8322    180.22658    813.84014    749.19165     -6.69029      0.06812     -2.77780     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24954   0.20184  -1.00000
    2571 2017  8 21  3 24 31 373  4.8320    180.23199    813.78682    749.14701     -6.62651      0.06814     -2.74955     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24919   0.20184  -1.00000
    2572 2017  8 21  3 24 36 205  4.8318    180.23741    813.73246    749.10177     -6.54362      0.06815     -2.72088     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24884   0.20184  -1.00000
    2573 2017  8 21  3 24 41  37  4.8317    180.24283    813.67709    749.05609     -6.42848      0.06817     -2.68999     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24849   0.20184  -1.00000
    2574 2017  8 21  3 24 45 868  4.8315    180.24825    813.62095    749.00983     -6.32475      0.06820     -2.65872     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24814   0.20184  -1.00000
    2575 2017  8 21  3 24 50 700  4.8314    180.25367    813.56290    748.96292     -6.21695      0.06823     -2.62677     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24779   0.20184  -1.00000
    2576 2017  8 21  3 24 55 531  4.8312    180.25910    813.50477    748.91544     -6.11450      0.06825     -2.59369     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24744   0.20184  -1.00000
    2577 2017  8 21  3 25  0 362  4.8310    180.26453    813.44463    748.86744     -6.03037      0.06828     -2.55988     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24709   0.20184  -1.00000
    2578 2017  8 21  3 25  5 193  4.8309    180.26996    813.38322    748.81868     -5.92684      0.06831     -2.52622     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24673   0.20184  -1.00000
    2579 2017  8 21  3 25 10  24  4.8307    180.27540    813.32079    748.76928     -5.79246      0.06833     -2.49135     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24638   0.20184  -1.00000
    2580 2017  8 21  3 25 14 854  4.8305    180.28084    813.25727    748.71929     -5.67117      0.06835     -2.45552     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24603   0.20184  -1.00000
    2581 2017  8 21  3 25 19 685  4.8304    180.28629    813.19219    748.66871     -5.54809      0.06837     -2.41939     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24568   0.20183  -1.00000
    2582 2017  8 21  3 25 24 515  4.8302    180.29174    813.12593    748.61750     -5.45305      0.06840     -2.38354     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24533   0.20183  -1.00000
    2583 2017  8 21  3 25 29 345  4.8301    180.29719    813.05832    748.56568     -5.34100      0.06842     -2.34722     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24498   0.20183  -1.00000
    2584 2017  8 21  3 25 34 175  4.8299    180.30265    812.98963    748.51326     -5.19850      0.06845     -2.31054     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24463   0.20183  -1.00000
    2585 2017  8 21  3 25 39   4  4.8297    180.30810    812.91968    748.46028     -5.07116      0.06848     -2.27445     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24427   0.20183  -1.00000
    2586 2017  8 21  3 25 43 834  4.8296    180.31356    812.84823    748.40661     -4.94391      0.06852     -2.23813     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24392   0.20183  -1.00000
    2587 2017  8 21  3 25 48 663  4.8294    180.31902    812.77657    748.35239     -4.82329      0.06855     -2.20120     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24357   0.20183  -1.00000
    2588 2017  8 21  3 25 53 493  4.8292    180.32449    812.70299    748.29765     -4.72552      0.06858     -2.16488     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24322   0.20183  -1.00000
    2589 2017  8 21  3 25 58 322  4.8291    180.32996    812.62833    748.24232     -4.61055      0.06860     -2.12956     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24287   0.20183  -1.00000
    2590 2017  8 21  3 26  3 151  4.8289    180.33543    812.55280    748.18646     -4.46798      0.06863     -2.09431     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24252   0.20183  -1.00000
    2591 2017  8 21  3 26  7 979  4.8287    180.34091    812.47607    748.12984     -4.34164      0.06866     -2.05898     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24217   0.20183  -1.00000
    2592 2017  8 21  3 26 12 808  4.8286    180.34640    812.39823    748.07270     -4.21723      0.06868     -2.02397     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24182   0.20183  -1.00000
    2593 2017  8 21  3 26 17 636  4.8284    180.35188    812.31910    748.01492     -4.12358      0.06871     -1.99034     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24147   0.20183  -1.00000
    2594 2017  8 21  3 26 22 465  4.8283    180.35737    812.23837    747.95667     -4.01429      0.06874     -1.95697     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24111   0.20183  -1.00000
    2595 2017  8 21  3 26 27 293  4.8281    180.36286    812.15696    747.89802     -3.87812      0.06877     -1.92446     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24076   0.20183  -1.00000
    2596 2017  8 21  3 26 32 121  4.8279    180.36835    812.07508    747.83890     -3.75976      0.06880     -1.89291     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24041   0.20183  -1.00000
    2597 2017  8 21  3 26 36 948  4.8278    180.37384    811.99219    747.77927     -3.66319      0.06883     -1.86235     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.24006   0.20183  -1.00000
    2598 2017  8 21  3 26 41 776  4.8276    180.37934    811.90822    747.71922     -3.55958      0.06885     -1.83238     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23971   0.20183  -1.00000
    2599 2017  8 21  3 26 46 603  4.8274    180.38484    811.82339    747.65879     -3.46228      0.06887     -1.80381     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23936   0.20183  -1.00000
    2600 2017  8 21  3 26 51 431  4.8273    180.39034    811.73770    747.59788     -3.36621      0.06890     -1.77659     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23901   0.20183  -1.00000
    2601 2017  8 21  3 26 56 258  4.8271    180.39586    811.65117    747.53671     -3.28568      0.06892     -1.75053     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23866   0.20183  -1.00000
    2602 2017  8 21  3 27  1  85  4.8270    180.40137    811.56415    747.47528     -3.21151      0.06893     -1.72498     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23831   0.20183  -1.00000
    2603 2017  8 21  3 27  5 912  4.8268    180.40689    811.47696    747.41331     -3.10198      0.06895     -1.70068     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23795   0.20183  -1.00000
    2604 2017  8 21  3 27 10 738  4.8266    180.41241    811.38863    747.35098     -3.03296      0.06897     -1.67840     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23760   0.20183  -1.00000
    2605 2017  8 21  3 27 15 565  4.8265    180.41793    811.29965    747.28841     -2.98348      0.06900     -1.65753     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23725   0.20183  -1.00000
    2606 2017  8 21  3 27 20 391  4.8263    180.42345    811.21000    747.22567     -2.89912      0.06902     -1.63789     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23690   0.20183  -1.00000
    2607 2017  8 21  3 27 25 217  4.8261    180.42898    811.12005    747.16267     -2.84593      0.06904     -1.61973     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23655   0.20183  -1.00000
    2608 2017  8 21  3 27 30  43  4.8260    180.43451    811.02938    747.09945     -2.80563      0.06905     -1.60330     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23620   0.20183  -1.00000
    2609 2017  8 21  3 27 34 869  4.8258    180.44004    810.93869    747.03610     -2.76989      0.06907     -1.58859     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23585   0.20183  -1.00000
    2610 2017  8 21  3 27 39 695  4.8257    180.44558    810.84778    746.97269     -2.73466      0.06909     -1.57490     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23550   0.20182  -1.00000
    2611 2017  8 21  3 27 44 520  4.8255    180.45112    810.75699    746.90916     -2.70626      0.06910     -1.56270     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23515   0.20182  -1.00000
    2612 2017  8 21  3 27 49 345  4.8253    180.45667    810.66575    746.84560     -2.68951      0.06912     -1.55273     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23480   0.20182  -1.00000
    2613 2017  8 21  3 27 54 171  4.8252    180.46222    810.57435    746.78203     -2.68125      0.06913     -1.54414     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23445   0.20182  -1.00000
    2614 2017  8 21  3 27 58 996  4.8250    180.46777    810.48313    746.71844     -2.67292      0.06915     -1.53696     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23409   0.20182  -1.00000
    2615 2017  8 21  3 28  3 820  4.8248    180.47332    810.39203    746.65479     -2.62490      0.06917     -1.53174     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23374   0.20182  -1.00000
    2616 2017  8 21  3 28  8 645  4.8247    180.47887    810.30101    746.59111     -2.63190      0.06919     -1.52834     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23339   0.20182  -1.00000
    2617 2017  8 21  3 28 13 470  4.8245    180.48443    810.20970    746.52753     -2.63953      0.06921     -1.52688     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23304   0.20182  -1.00000
    2618 2017  8 21  3 28 18 294  4.8244    180.48999    810.11791    746.46397     -2.62551      0.06922     -1.52669     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23269   0.20182  -1.00000
    2619 2017  8 21  3 28 23 118  4.8242    180.49556    810.02708    746.40054     -2.64132      0.06924     -1.52906     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23234   0.20182  -1.00000
    2620 2017  8 21  3 28 27 942  4.8240    180.50113    809.93644    746.33732     -2.65908      0.06926     -1.53192     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23199   0.20182  -1.00000
    2621 2017  8 21  3 28 32 766  4.8239    180.50670    809.84635    746.27432     -2.66640      0.06928     -1.53682     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23164   0.20182  -1.00000
    2622 2017  8 21  3 28 37 590  4.8237    180.51228    809.75697    746.21150     -2.66974      0.06930     -1.54379     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23129   0.20182  -1.00000
    2623 2017  8 21  3 28 42 413  4.8235    180.51786    809.66764    746.14895     -2.68095      0.06931     -1.55278     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23094   0.20182  -1.00000
    2624 2017  8 21  3 28 47 237  4.8234    180.52344    809.57831    746.08672     -2.71648      0.06933     -1.56307     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23059   0.20182  -1.00000
    2625 2017  8 21  3 28 52  60  4.8232    180.52902    809.49036    746.02475     -2.75124      0.06936     -1.57485     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.23024   0.20182  -1.00000
    2626 2017  8 21  3 28 56 883  4.8231    180.53461    809.40287    745.96308     -2.77004      0.06939     -1.58838     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22988   0.20182  -1.00000
    2627 2017  8 21  3 29  1 706  4.8229    180.54020    809.31614    745.90186     -2.80835      0.06941     -1.60292     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22953   0.20182  -1.00000
    2628 2017  8 21  3 29  6 529  4.8227    180.54579    809.23000    745.84086     -2.82234      0.06942     -1.61937     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22918   0.20182  -1.00000
    2629 2017  8 21  3 29 11 351  4.8226    180.55139    809.14458    745.78017     -2.87180      0.06943     -1.63712     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22883   0.20182  -1.00000
    2630 2017  8 21  3 29 16 174  4.8224    180.55699    809.05922    745.71994     -2.92493      0.06946     -1.65694     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22848   0.20182  -1.00000
    2631 2017  8 21  3 29 20 996  4.8222    180.56260    808.97589    745.66019     -2.97742      0.06948     -1.67751     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22813   0.20182  -1.00000
    2632 2017  8 21  3 29 25 818  4.8221    180.56821    808.89288    745.60082     -2.98907      0.06951     -1.69903     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22778   0.20182  -1.00000
    2633 2017  8 21  3 29 30 640  4.8219    180.57382    808.81040    745.54198     -3.04799      0.06952     -1.72268     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22743   0.20182  -1.00000
    2634 2017  8 21  3 29 35 462  4.8218    180.57943    808.72932    745.48372     -3.12196      0.06954     -1.74741     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22708   0.20182  -1.00000
    2635 2017  8 21  3 29 40 283  4.8216    180.58504    808.64970    745.42598     -3.18938      0.06956     -1.77220     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22673   0.20182  -1.00000
    2636 2017  8 21  3 29 45 105  4.8214    180.59065    808.57096    745.36873     -3.22773      0.06959     -1.79845     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22638   0.20182  -1.00000
    2637 2017  8 21  3 29 49 926  4.8213    180.59627    808.49303    745.31202     -3.29161      0.06961     -1.82642     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22603   0.20182  -1.00000
    2638 2017  8 21  3 29 54 747  4.8211    180.60189    808.41577    745.25587     -3.37220      0.06963     -1.85506     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22568   0.20181  -1.00000
    2639 2017  8 21  3 29 59 568  4.8210    180.60752    808.33999    745.20025     -3.44232      0.06964     -1.88434     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22533   0.20181  -1.00000
    2640 2017  8 21  3 30  4 389  4.8208    180.61316    808.26531    745.14524     -3.52851      0.06966     -1.91537     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22498   0.20181  -1.00000
    2641 2017  8 21  3 30  9 209  4.8206    180.61880    808.19212    745.09073     -3.58993      0.06968     -1.94591     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22463   0.20181  -1.00000
    2642 2017  8 21  3 30 14  30  4.8205    180.62444    808.11987    745.03680     -3.70097      0.06970     -1.97689     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22427   0.20181  -1.00000
    2643 2017  8 21  3 30 18 850  4.8203    180.63008    808.04864    744.98337     -3.79915      0.06971     -2.00872     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22392   0.20181  -1.00000
    2644 2017  8 21  3 30 23 670  4.8201    180.63573    807.97807    744.93058     -3.89656      0.06973     -2.04188     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22357   0.20181  -1.00000
    2645 2017  8 21  3 30 28 490  4.8200    180.64137    807.90922    744.87850     -3.95842      0.06974     -2.07519     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22322   0.20181  -1.00000
    2646 2017  8 21  3 30 33 310  4.8198    180.64701    807.84171    744.82701     -4.04190      0.06976     -2.10832     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22287   0.20181  -1.00000
    2647 2017  8 21  3 30 38 130  4.8197    180.65265    807.77570    744.77612     -4.16483      0.06978     -2.14197     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22252   0.20181  -1.00000
    2648 2017  8 21  3 30 42 949  4.8195    180.65830    807.71067    744.72578     -4.26749      0.06979     -2.17605     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22217   0.20181  -1.00000
    2649 2017  8 21  3 30 47 769  4.8193    180.66396    807.64637    744.67612     -4.35825      0.06980     -2.21006     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22182   0.20181  -1.00000
    2650 2017  8 21  3 30 52 588  4.8192    180.66963    807.58377    744.62710     -4.44468      0.06981     -2.24419     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22147   0.20181  -1.00000
    2651 2017  8 21  3 30 57 407  4.8190    180.67530    807.52250    744.57866     -4.55983      0.06982     -2.27916     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22112   0.20181  -1.00000
    2652 2017  8 21  3 31  2 226  4.8188    180.68097    807.46247    744.53089     -4.66134      0.06984     -2.31307     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22077   0.20181  -1.00000
    2653 2017  8 21  3 31  7  44  4.8187    180.68665    807.40358    744.48351     -4.75460      0.06986     -2.34697     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22042   0.20181  -1.00000
    2654 2017  8 21  3 31 11 863  4.8185    180.69232    807.34569    744.43669     -4.85538      0.06987     -2.38022     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.22007   0.20181  -1.00000
    2655 2017  8 21  3 31 16 681  4.8184    180.69799    807.28917    744.39047     -4.95590      0.06988     -2.41398     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.21972   0.20181  -1.00000
    2656 2017  8 21  3 31 21 499  4.8182    180.70366    807.23346    744.34490     -5.08763      0.06989     -2.44704     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.21937   0.20181  -1.00000
    2657 2017  8 21  3 31 26 318  4.8180    180.70934    807.17914    744.29991     -5.19939      0.06991     -2.47899     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.21902   0.20181  -1.00000
    2658 2017  8 21  3 31 31 135  4.8179    180.71502    807.12600    744.25542     -5.30909      0.06992     -2.51111     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.21867   0.20181  -1.00000
    2659 2017  8 21  3 31 35 953  4.8177    180.72071    807.07411    744.21145     -5.38714      0.06993     -2.54246     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.21832   0.20181  -1.00000
    2660 2017  8 21  3 31 40 771  4.8176    180.72640    807.02331    744.16802     -5.48153      0.06994     -2.57248     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   2.21797   0.20181  -1.00000
