GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:   300.000 Eddy P0:     0.005 Eddy P1:     0.001 Eddy Scaling:     1.000
# Statistical Models Only:  F Apex:  F
# EUV Data:  F
# AMIE: none           
none                                                                                                
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T Updated Turbulent Conduction:  F
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
       4 2002  3 18  0  0 14 181  4.6956    194.77836    932.45849    873.34673     -0.74414      0.37923      0.00264    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.14056  -0.01682  -1.00000
       6 2002  3 18  0  0 23 588  4.7054    194.77290    932.44506    873.34084     -1.20030      0.51987      0.01844    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13988  -0.01682  -1.00000
       8 2002  3 18  0  0 33  11  4.7135    194.80714    932.44176    873.32697     -1.58007      0.65308      0.03279    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13919  -0.01682  -1.00000
      10 2002  3 18  0  0 42 447  4.7191    194.83652    932.44509    873.30957     -1.99208      0.80125      0.04405    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13851  -0.01682  -1.00000
      12 2002  3 18  0  0 51 882  4.7160    194.89439    932.45192    873.29020     -2.29012      0.94919      0.05125    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13782  -0.01682  -1.00000
      14 2002  3 18  0  1  1 306  4.7104    194.91423    932.46120    873.26925     -2.49969      1.08914      0.05353    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13713  -0.01682  -1.00000
      16 2002  3 18  0  1 10 715  4.7027    194.94361    932.47175    873.24677     -2.73312      1.22139      0.05015    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13645  -0.01682  -1.00000
      18 2002  3 18  0  1 20 110  4.6957    194.94313    932.48406    873.22246     -2.98751      1.34605      0.04074    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13577  -0.01682  -1.00000
      21 2002  3 18  0  1 34 179  4.6870    194.94356    932.50457    873.18151     -3.81778      1.51800      0.01359    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13474  -0.01682  -1.00000
      23 2002  3 18  0  1 43 547  4.6834    194.92348    932.52096    873.15003     -4.56681      1.62304     -0.01321    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13406  -0.01681  -1.00000
      25 2002  3 18  0  1 52 910  4.6806    194.90758    932.53746    873.11401     -5.04662      1.72115     -0.04650    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13338  -0.01681  -1.00000
      27 2002  3 18  0  2  2 268  4.6787    194.88203    932.55254    873.07220     -5.85311      1.81314     -0.08644    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13270  -0.01681  -1.00000
      29 2002  3 18  0  2 11 623  4.6774    194.85486    932.56530    873.02354     -6.48510      1.89877     -0.13194    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13202  -0.01681  -1.00000
      31 2002  3 18  0  2 20 979  4.6777    194.82483    932.57462    872.96689     -7.21197      1.97605     -0.18307    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13134  -0.01681  -1.00000
      33 2002  3 18  0  2 30 335  4.6781    194.79589    932.57885    872.90106     -8.18302      2.04550     -0.24086    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.13066  -0.01681  -1.00000
      36 2002  3 18  0  2 44 370  4.6789    194.74842    932.57083    872.78320     -9.11159      2.15747     -0.33831    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12964  -0.01681  -1.00000
      38 2002  3 18  0  2 53 730  4.6804    194.72120    932.55191    872.69062    -10.01978      2.34425     -0.41221    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12896  -0.01681  -1.00000
      40 2002  3 18  0  3  3  94  4.6824    194.69613    932.51809    872.58607    -10.84071      2.71997     -0.49408    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12828  -0.01681  -1.00000
      42 2002  3 18  0  3 12 461  4.6838    194.67145    932.46542    872.46894    -11.69881      3.55422     -0.58494    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12760  -0.01681  -1.00000
      44 2002  3 18  0  3 21 831  4.6856    194.64567    932.38905    872.33865    -12.56415      3.92828     -0.68743    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12692  -0.01681  -1.00000
      46 2002  3 18  0  3 31 206  4.6882    194.62598    932.28338    872.19475    -13.85049      5.00646     -0.80300    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12623  -0.01681  -1.00000
      48 2002  3 18  0  3 40 587  4.6910    194.61174    932.14199    872.03682    -14.60039      5.58297     -0.93338    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12555  -0.01680  -1.00000
      51 2002  3 18  0  3 54 667  4.6943    194.59502    931.84633    871.77303    -16.39064      6.99545     -1.15791    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12453  -0.01680  -1.00000
      53 2002  3 18  0  4  4  58  4.6960    194.58417    931.58064    871.57899    -17.51928      8.06231     -1.33142    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12384  -0.01680  -1.00000
      55 2002  3 18  0  4 13 453  4.6978    194.57750    931.24887    871.37114    -18.89772      8.92483     -1.52376    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12316  -0.01680  -1.00000
      57 2002  3 18  0  4 22 851  4.6997    194.57657    930.84133    871.15079    -19.45456     10.13519     -1.73352    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12248  -0.01680  -1.00000
      59 2002  3 18  0  4 32 252  4.7006    194.57742    930.52008    870.92002    -21.74458     11.81333     -1.96566    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12179  -0.01680  -1.00000
      61 2002  3 18  0  4 41 653  4.7002    194.57497    931.33100    870.68305    -21.90818     12.40930     -2.21775    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12111  -0.01680  -1.00000
      63 2002  3 18  0  4 51  52  4.6996    194.56780    931.35596    870.44553    -24.53737     14.07813     -2.48890    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.12043  -0.01680  -1.00000
      65 2002  3 18  0  5  0 451  4.6996    194.56457    932.04872    870.21480    -25.03631     16.56852     -2.77555    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11974  -0.01680  -1.00000
      68 2002  3 18  0  5 14 549  4.6989    194.56236    932.08848    869.90271    -26.16973     17.81641     -3.24102    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11872  -0.01680  -1.00000
      70 2002  3 18  0  5 23 944  4.6970    194.55345    931.91359    869.73309    -29.66395     19.99027     -3.56616    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11803  -0.01680  -1.00000
      72 2002  3 18  0  5 33 336  4.6955    194.53911    935.96425    869.60607    -29.16406     23.19636     -3.89504    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11735  -0.01679  -1.00000
      74 2002  3 18  0  5 42 726  4.6949    194.52725    940.56945    869.53004    -32.18626     24.38779     -4.23541    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11667  -0.01679  -1.00000
      76 2002  3 18  0  5 52 115  4.6945    194.51204    941.93091    869.50955    -32.35203     26.35692     -4.57383    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11599  -0.01679  -1.00000
      78 2002  3 18  0  6  1 503  4.6936    194.49764    945.76550    869.54305    -35.02880     27.81792     -4.91032    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11530  -0.01679  -1.00000
      80 2002  3 18  0  6 10 889  4.6930    194.47858    948.87696    869.62154    -34.72161     32.59083     -5.23583    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11462  -0.01679  -1.00000
      82 2002  3 18  0  6 20 275  4.6928    194.45751    952.77551    869.73186    -36.71710     32.96195     -5.56314    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11394  -0.01679  -1.00000
      85 2002  3 18  0  6 34 354  4.6935    194.42586    955.74398    869.91789    -38.66705     37.42712     -6.03169    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11291  -0.01679  -1.00000
      87 2002  3 18  0  6 43 742  4.6944    194.40929    956.71510    870.03142    -36.59427     41.51929     -6.32740    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11223  -0.01679  -1.00000
      89 2002  3 18  0  6 53 132  4.6952    194.39051    961.01547    870.12674    -39.42771     44.03749     -6.61792    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11155  -0.01679  -1.00000
      91 2002  3 18  0  7  2 524  4.6959    194.37256    961.23355    870.20991    -37.63935     45.92774     -6.89460    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11087  -0.01679  -1.00000
      93 2002  3 18  0  7 11 917  4.6969    194.35467    964.32918    870.30290    -40.03390     48.97231     -7.15468    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.11018  -0.01679  -1.00000
      95 2002  3 18  0  7 21 313  4.6980    194.33813    964.11963    870.44454    -37.37130     53.63125     -7.38654    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10950  -0.01679  -1.00000
      97 2002  3 18  0  7 30 711  4.6993    194.32636    967.94250    870.68812    -38.90199     56.34042     -7.59069    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10882  -0.01678  -1.00000
      99 2002  3 18  0  7 40 111  4.7006    194.31389    967.20522    871.09341    -36.55472     58.58889     -7.74515    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10813  -0.01678  -1.00000
     102 2002  3 18  0  7 54 215  4.7016    194.29771    969.33498    872.12018    -35.81906     61.67339     -7.85242    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10711  -0.01678  -1.00000
     104 2002  3 18  0  8  3 619  4.7024    194.28929    971.05703    873.13136    -36.45966     68.99693     -7.80975    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10642  -0.01678  -1.00000
     106 2002  3 18  0  8 13  25  4.7030    194.28007    970.28962    874.40122    -37.69426     68.29605     -7.67057    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10574  -0.01678  -1.00000
     108 2002  3 18  0  8 22 432  4.7033    194.26997    971.42378    875.88636    -39.65069     74.57952     -7.40235    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10505  -0.01678  -1.00000
     110 2002  3 18  0  8 31 838  4.7034    194.26199    970.12551    877.50592    -40.50234     74.51395     -7.01462    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10437  -0.01678  -1.00000
     112 2002  3 18  0  8 41 245  4.7034    194.25352    970.47610    879.15328    -41.44083     81.96592     -6.48372    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10369  -0.01678  -1.00000
     114 2002  3 18  0  8 50 652  4.7032    194.24458    969.64678    880.70318    -42.24929     82.18898     -5.84263    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10300  -0.01678  -1.00000
     116 2002  3 18  0  9  0  58  4.7030    194.23385    968.47248    882.03400    -43.26943     87.32160     -5.07819    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10232  -0.01678  -1.00000
     119 2002  3 18  0  9 14 166  4.7027    194.21618    968.15247    883.38303    -43.96532     89.38900     -3.74953    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10129  -0.01678  -1.00000
     121 2002  3 18  0  9 23 571  4.7026    194.20306    968.13451    883.74325    -45.83210     96.07380     -2.75931    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.10061  -0.01678  -1.00000
     123 2002  3 18  0  9 32 976  4.7024    194.19014    968.39886    883.62972    -46.96971     94.10389     -1.72627    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09992  -0.01677  -1.00000
     125 2002  3 18  0  9 42 381  4.7022    194.17706    968.95237    883.04740    -49.05623    102.01446     -0.65825    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09924  -0.01677  -1.00000
     127 2002  3 18  0  9 51 785  4.7020    194.16369    969.44253    882.03063    -50.38473    100.72826      0.41526    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09856  -0.01677  -1.00000
     129 2002  3 18  0 10  1 188  4.7018    194.14783    968.37023    880.63825    -50.39489    108.86057      1.50242    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09787  -0.01677  -1.00000
     131 2002  3 18  0 10 10 592  4.7021    194.13162    965.82393    878.94651    -48.70472    108.81462      2.56636    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09719  -0.01677  -1.00000
     134 2002  3 18  0 10 24 700  4.7029    194.11109    959.65922    876.03595    -46.86096    117.33963      4.11974    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09616  -0.01677  -1.00000
     136 2002  3 18  0 10 34 106  4.7030    194.09629    954.31379    873.97683    -49.21052    117.17505      5.09207    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09548  -0.01677  -1.00000
     138 2002  3 18  0 10 43 513  4.7033    194.08096    948.28234    871.92256    -53.14877    124.84775      6.00717    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09480  -0.01677  -1.00000
     140 2002  3 18  0 10 52 920  4.7038    194.06629    941.84791    869.95779    -54.46450    122.44903      6.83467    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09411  -0.01677  -1.00000
     142 2002  3 18  0 11  2 328  4.7043    194.05272    937.68349    868.15431    -58.62164    131.10881      7.57739    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09343  -0.01677  -1.00000
     144 2002  3 18  0 11 11 738  4.7047    194.03921    939.33058    866.57659    -60.83668    129.83765      8.22553    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09274  -0.01677  -1.00000
     146 2002  3 18  0 11 21 148  4.7052    194.02584    940.34645    865.27285    -63.93059    135.22752      8.82267    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09206  -0.01676  -1.00000
     148 2002  3 18  0 11 30 559  4.7058    194.01271    940.83109    864.27697    -67.05684    134.97164      9.38470    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09137  -0.01676  -1.00000
     151 2002  3 18  0 11 44 678  4.7067    193.99593    941.67477    863.37818    -71.28319    141.36344     10.26557    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.09035  -0.01676  -1.00000
     153 2002  3 18  0 11 54  92  4.7069    193.98419    942.79344    863.17737    -74.49354    141.62050     10.89405    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08966  -0.01676  -1.00000
     155 2002  3 18  0 12  3 506  4.7071    193.97263    943.04835    863.26295    -77.04627    149.96906     11.59799    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08898  -0.01676  -1.00000
     157 2002  3 18  0 12 12 921  4.7074    193.96155    942.91473    863.59521    -82.17317    157.06895     12.38315    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08829  -0.01676  -1.00000
     159 2002  3 18  0 12 22 336  4.7074    193.94998    942.80084    864.10217    -83.84328    165.96353     13.16798    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08761  -0.01676  -1.00000
     161 2002  3 18  0 12 31 751  4.7075    193.93853    942.49889    864.69056    -91.19871    170.51879     13.77670    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08692  -0.01676  -1.00000
     163 2002  3 18  0 12 41 166  4.7077    193.92709    942.35375    865.25754    -95.51832    183.65167     13.96230    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08624  -0.01676  -1.00000
     165 2002  3 18  0 12 50 581  4.7078    193.91536    941.38418    865.73569    -99.84214    207.83317     13.45458    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08555  -0.01676  -1.00000
     168 2002  3 18  0 13  4 704  4.7076    193.89717    940.27051    866.24153   -108.16510    245.14163     11.14442    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08453  -0.01676  -1.00000
     170 2002  3 18  0 13 14 119  4.7075    193.88517    938.77451    866.44904   -109.67471    261.09946      8.59329    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08384  -0.01676  -1.00000
     172 2002  3 18  0 13 23 534  4.7073    193.87265    937.67069    866.61432   -116.42220    258.56046      5.41541    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08316  -0.01675  -1.00000
     174 2002  3 18  0 13 32 948  4.7071    193.85987    935.92732    866.78477   -119.40590    239.74942      1.81296    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08247  -0.01675  -1.00000
     176 2002  3 18  0 13 42 362  4.7069    193.84660    933.92135    867.00999   -123.70785    209.31392     -1.98430    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08179  -0.01675  -1.00000
     178 2002  3 18  0 13 51 776  4.7068    193.83316    932.27763    867.29002   -130.19308    172.19206     -5.78891    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08110  -0.01675  -1.00000
     180 2002  3 18  0 14  1 189  4.7068    193.82013    930.45802    867.61867   -131.32812    130.64004     -9.53163    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.08042  -0.01675  -1.00000
     182 2002  3 18  0 14 10 603  4.7067    193.80749    930.43605    867.99052   -132.79308     86.20660    -13.19062    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07974  -0.01675  -1.00000
     184 2002  3 18  0 14 20  16  4.7066    193.79378    930.93733    868.39676   -135.34905     39.97591    -16.75917    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07905  -0.01675  -1.00000
     187 2002  3 18  0 14 34 136  4.7066    193.77326    931.99521    869.04798   -126.95235     21.30527    -21.86956    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07802  -0.01675  -1.00000
     189 2002  3 18  0 14 43 549  4.7068    193.76026    932.32947    869.46308   -137.43187     25.69251    -25.04849    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07734  -0.01675  -1.00000
     191 2002  3 18  0 14 52 963  4.7069    193.74700    933.03075    869.88224   -159.70248     29.27756    -28.00919    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07665  -0.01675  -1.00000
     193 2002  3 18  0 15  2 377  4.7071    193.73439    933.43660    870.33600   -198.77555     29.78953    -30.68846    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07597  -0.01675  -1.00000
     195 2002  3 18  0 15 11 791  4.7071    193.72244    934.03268    870.85672   -234.44445     36.15941    -33.03896    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07529  -0.01674  -1.00000
     197 2002  3 18  0 15 21 205  4.7070    193.70975    934.50014    871.48619   -266.71722     48.30299    -35.04481    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07460  -0.01674  -1.00000
     199 2002  3 18  0 15 30 619  4.7070    193.69738    936.10322    872.26478   -295.35573     56.00293    -36.66957    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07392  -0.01674  -1.00000
     201 2002  3 18  0 15 40  33  4.7071    193.68526    938.81878    873.20751   -319.52186     55.77989    -37.86536    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07323  -0.01674  -1.00000
     204 2002  3 18  0 15 54 155  4.7073    193.66770    943.60060    874.89366   -344.47306     44.29902    -38.71832    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07220  -0.01674  -1.00000
     206 2002  3 18  0 16  3 570  4.7072    193.65597    947.09401    876.14284   -350.07467     31.39598    -38.51364    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07152  -0.01674  -1.00000
     208 2002  3 18  0 16 12 984  4.7071    193.64394    950.53043    877.40319   -357.59171     16.15511    -37.63298    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07084  -0.01674  -1.00000
     210 2002  3 18  0 16 22 398  4.7069    193.63196    953.66265    878.58989   -364.66823      5.69698    -36.05038    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.07015  -0.01674  -1.00000
     212 2002  3 18  0 16 31 811  4.7068    193.62002    956.37195    879.65407   -357.92920      5.92637    -33.63967    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06947  -0.01674  -1.00000
     214 2002  3 18  0 16 41 225  4.7067    193.60774    958.52034    880.55024   -331.87641      8.34008    -30.29732    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06878  -0.01674  -1.00000
     216 2002  3 18  0 16 50 638  4.7066    193.59580    959.78831    881.19375   -284.88843     11.43703    -26.03583    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06810  -0.01674  -1.00000
     218 2002  3 18  0 17  0  51  4.7066    193.58380    959.90082    881.50011   -216.18055     14.61409    -20.99116    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06741  -0.01674  -1.00000
     221 2002  3 18  0 17 14 170  4.7063    193.56479    957.91882    881.24434    -73.96437     20.19065    -12.59391    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06639  -0.01673  -1.00000
     223 2002  3 18  0 17 23 583  4.7061    193.55219    955.28502    880.57082    -73.61845     48.01678     -6.94501    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06570  -0.01673  -1.00000
     225 2002  3 18  0 17 32 995  4.7061    193.53966    952.95388    879.58972    -75.57550    125.04217     -1.79985    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06502  -0.01673  -1.00000
     227 2002  3 18  0 17 42 407  4.7059    193.52691    950.60932    878.43198    -74.70532    194.03642      2.41878    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06433  -0.01673  -1.00000
     229 2002  3 18  0 17 51 818  4.7058    193.51407    948.07889    877.21844    -70.79592    230.19047      5.59020    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06365  -0.01673  -1.00000
     231 2002  3 18  0 18  1 230  4.7057    193.50117    945.33086    876.05796    -63.74623    240.82302      7.92619    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06296  -0.01673  -1.00000
     233 2002  3 18  0 18 10 641  4.7057    193.48845    942.80132    874.99209    -53.84919    233.90128      9.70242    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06228  -0.01673  -1.00000
     235 2002  3 18  0 18 20  53  4.7057    193.47599    940.31593    874.03309    -41.60816    216.95614     11.13615    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06159  -0.01673  -1.00000
     238 2002  3 18  0 18 34 170  4.7056    193.45700    937.12755    872.77419    -20.04239    183.35365     12.89094    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.06057  -0.01673  -1.00000
     240 2002  3 18  0 18 43 581  4.7056    193.44448    935.81400    872.03356    -20.07079    159.43337     13.86635    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05988  -0.01673  -1.00000
     242 2002  3 18  0 18 52 992  4.7057    193.43229    935.39074    871.35305    -23.09494    136.70565     14.77646    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05920  -0.01673  -1.00000
     244 2002  3 18  0 19  2 404  4.7057    193.42024    935.53325    870.73026    -25.34867    116.74350     15.64556    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05851  -0.01673  -1.00000
     246 2002  3 18  0 19 11 815  4.7056    193.40788    935.94277    870.16761    -26.78066    104.12316     16.45687    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05783  -0.01672  -1.00000
     248 2002  3 18  0 19 21 226  4.7055    193.39555    936.21497    869.66596    -27.34944    108.12131     17.21930    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05715  -0.01672  -1.00000
     250 2002  3 18  0 19 30 637  4.7056    193.38349    936.56410    869.23492    -27.17768    115.65596     17.90486    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05646  -0.01672  -1.00000
     252 2002  3 18  0 19 40  48  4.7056    193.37169    936.77587    868.87723    -26.49482    119.53850     18.52254    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05578  -0.01672  -1.00000
     255 2002  3 18  0 19 54 165  4.7055    193.35387    936.57941    868.45910    -23.85320    119.01733     19.34666    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05475  -0.01672  -1.00000
     257 2002  3 18  0 20  3 576  4.7054    193.34192    936.12454    868.22840    -21.02624    114.96227     19.80124    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05407  -0.01672  -1.00000
     259 2002  3 18  0 20 12 987  4.7054    193.33011    935.44384    868.00317    -17.39968    108.19576     20.14414    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05338  -0.01672  -1.00000
     261 2002  3 18  0 20 22 397  4.7053    193.31833    934.77280    867.75670    -13.01849    100.95790     20.33137    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05270  -0.01672  -1.00000
     263 2002  3 18  0 20 31 808  4.7052    193.30647    934.05844    867.47812     -9.70514     93.01182     20.31617    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05201  -0.01672  -1.00000
     265 2002  3 18  0 20 41 218  4.7052    193.29469    933.15228    867.15670     -8.18877     93.45034     20.05891    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05133  -0.01672  -1.00000
     267 2002  3 18  0 20 50 628  4.7051    193.28287    932.31014    866.79742     -8.44524     93.67636     19.56402    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.05064  -0.01672  -1.00000
     269 2002  3 18  0 21  0  38  4.7050    193.27085    931.73932    866.40880     -8.62533     94.56126     18.86092    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04996  -0.01671  -1.00000
     272 2002  3 18  0 21 14 153  4.7048    193.25276    930.88429    865.79519     -8.55824     96.04250     17.41217    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04893  -0.01671  -1.00000
     274 2002  3 18  0 21 23 562  4.7047    193.24065    930.66270    865.38439     -8.36244     92.40324     16.20392    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04825  -0.01671  -1.00000
     276 2002  3 18  0 21 32 972  4.7046    193.22839    930.35960    864.99295     -8.06609     85.31066     14.84508    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04757  -0.01671  -1.00000
     278 2002  3 18  0 21 42 381  4.7045    193.21611    929.98321    864.63633     -7.53664     75.27565     13.36925    150.0    150.0      0.0     -2.0    400.0      1.0      0.0      0.0   3.04688  -0.01671  -1.00000
